id,source,hyperlink,building_type,building,vacancy_rate,household_size,all_uses,du_density,emp_density,Pct_SF_Large_Lot,Pct_SF_Small_Lot,Pct_Attached_SF,Pct_MF_2_to_4,Pct_MF_5_Plus,Pct_Emp_Office_Svc,Pct_Educ_Svc,Pct_Medical_Svc,Pct_Public_Admin,Pct_Retail_Svc,Pct_Restaurant,Pct_Accommodation,Pct_Arts_Entertainment,Pct_Other_Svc,Pct_Manufacturing,Pct_Transport_warehouse,Pct_Wholesale,Pct_Construction_Util,Pct_Agriculture,Pct_Extraction,percent_of_building_type,floors,total_far,parking_spaces,parking_structure_square_feet,residential_efficiency,residential_lot_square_feet,square_feet_per_du,retail_efficiency,retail_square_feet_per_employee,office_efficiency,office_square_feet_per_employee,industrial_efficiency,industrial_square_feet_per_employee,misc_percent_of_retail_use,retail_percent_of_retail_use,restaurant_percent_of_retail_use,grocery_percent_of_retail_use,hardscape_percent,irrigated_percent,impervious_roof_percent,impervious_hardscape_percent,pervious_hardscape_percent,softscape_landscape_percent,id
2,SACOG 2016 MTPSCS,,Farm Home,Farm Home,0.031,2.81,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1.6,0,1,43560,3000,0,0,0,0,0,0,0,0,0,0,0.04,0.05,0,0,0,0,60002
46,SACOG 2016 MTPSCS,,Forest (SACOG),Forest (SACOG),0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60046
26,SACOG 2016 MTPSCS,,Heavy Industrial,Heavy Industrial,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,0.15,0,0,0,0,1,1,0.35,20,0,0,0,0,0.85,550,0.85,370,0.85,1178,0,0,0,0,0,0,0,0,0,0,60026
10,SACOG 2016 MTPSCS,,High Density Attached Residential,High Density Attached Residential,0.0635,2.07,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0.9183,80,0,1,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60010
22,SACOG 2016 MTPSCS,,High-Intensity Office,High-Intensity Office,0,0,,0,0,0,0,0,0,0,0.67,0,0,0.38,0.03,0.02,0,0,0,0,0,0,0,0,0,1,10,2.2,35,0,0,0,0,0.85,540,0.85,298.575,0,0,0,0,0,0,0,0,0,0,0,0,60022
20,SACOG 2016 MTPSCS,,Hotel (SACOG),Hotel (SACOG),0,0,,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,1,12,5,125,0,0,0,0,0.85,1407.1,0.85,370,0,0,0,0,0,0,0,0,0,0,0,0,60020
28,SACOG 2016 MTPSCS,,K-12 School (SACOG),K-12 School (SACOG),0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.3,65,0,0,0,0,0,0,0.85,555.27,0,0,0,0,0,0,0,0,0,0,0,0,60028
45,SACOG 2016 MTPSCS,,Large Lot Detached (Not Farm Home),Large Lot Detached (Not Farm Home),0.031,2.81,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1.6,0,1,43560,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60045
25,SACOG 2016 MTPSCS,,Light Industrial,Light Industrial,0,0,,0,0,0,0,0,0,0,0.2,0,0,0,0.03,0.02,0,0,0,0.25,0.25,0.25,0,0,0,1,1,0.45,30,0,0,0,0,0.85,550,0.85,280.39,0.85,918,0,0,0,0,0,0,0,0,0,0,60025
24,SACOG 2016 MTPSCS,,Light Industrial/Office,Light Industrial/Office,0,0,,0,0,0,0,0,0,0,0.72,0,0,0,0.02,0.01,0,0,0,0.1,0.1,0.05,0,0,0,1,3,0.5,85,0,0,0,0,0.85,580,0.85,346.9,0.85,1000,0,0,0,0,0,0,0,0,0,0,60024
4,SACOG 2016 MTPSCS,,Low Density Detached Residential,Low Density Detached Residential,0.031,2.81,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,17,0,1,5445,2800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60004
47,SACOG 2016 MTPSCS,,Low Intensity Office (SACOG),Low Intensity Office (SACOG),0,0,,0,0,0,0,0,0,0,0.98,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,1,2,0.28,60,0,0,0,0,0.85,580,0.85,384.5,0,0,0,0,0,0,0,0,0,0,0,0,60047
27,SACOG 2016 MTPSCS,,Medical Facility,Medical Facility,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9,2.1,175,0,0,0,0,0,0,0.85,441.78,0,0,0,0,0,0,0,0,0,0,0,0,60027
7,SACOG 2016 MTPSCS,,Medium Density Attached Residential,Medium Density Attached Residential,0.0411,2.26,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.440774,22,0,1,0,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60007
5,SACOG 2016 MTPSCS,,Medium Density Detached Residential,Medium Density Detached Residential,0.031,2.86,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,20,0,1,3630,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60005
8,SACOG 2016 MTPSCS,,Medium-High Density Attached Residential,Medium-High Density Attached Residential,0.0411,2.26,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1.02445,40,0,1,0,1785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60008
6,SACOG 2016 MTPSCS,,Medium-High Density Detached Residential,Medium-High Density Detached Residential,0.031,2.86,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,40,0,1,1742.4,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60006
37,SACOG 2016 MTPSCS,,Military (SACOG),Military (SACOG),0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60037
9,SACOG 2016 MTPSCS,,Mobile Home Park,Mobile Home Park,0.031,2.81,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,40,0,1,1742.4,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60009
21,SACOG 2016 MTPSCS,,Moderate-Intensity Office,Moderate-Intensity Office,0,0,,0,0,0,0,0,0,0,0.85,0,0,0.1,0.03,0.02,0,0,0,0,0,0,0,0,0,1,5,1.5,92,0,0,0,0,0.85,550,0.85,301.58,0,0,0,0,0,0,0,0,0,0,0,0,60021
38,SACOG 2016 MTPSCS,,Park and/or Open Space (SACOG),Park and/or Open Space (SACOG),0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60038
32,SACOG 2016 MTPSCS,,Parking Lot (SACOG),Parking Lot (SACOG),0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60032
34,SACOG 2016 MTPSCS,,Parking Structure  (SACOG),Parking Structure  (SACOG),0,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,4.5,600,0,0,0,0,0.008,650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60034
33,SACOG 2016 MTPSCS,,Parking Structure w/Ground Floor Retail (SACOG),Parking Structure w/Ground Floor Retail (SACOG),0,0,,0,0,0,0,0,0,0,0,0,0,0,0.35,0.35,0,0.15,0.15,0,0,0,0,0,0,1,5,4.5,500,0,0,0,0,0.11,525.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60033
31,SACOG 2016 MTPSCS,,Public/Quasi-Public,Public/Quasi-Public,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0.31,65,0,0,0,0,0,0,0.85,573.8,0,0,0,0,0,0,0,0,0,0,0,0,60031
19,SACOG 2016 MTPSCS,,Regional Comercial/Office,Regional Comercial/Office,0,0,,0,0,0,0,0,0,0,0.25,0,0,0,0.6,0.1,0,0.05,0,0,0,0,0,0,0,1,2,0.75,78,0,0,0,0,0.85,661.4,0.85,375,0,0,0,0,0,0,0,0,0,0,0,0,60019
18,SACOG 2016 MTPSCS,,Regional Retail,Regional Retail,0,0,,0,0,0,0,0,0,0,0.05,0,0,0,0.7,0.2,0,0,0.05,0,0,0,0,0,0,1,2,0.7,72,0,0,0,0,0.85,505,0.85,304.7,0,0,0,0,0,0,0,0,0,0,0,0,60018
14,SACOG 2016 MTPSCS,,Residential/Retail Mixed Use High,Residential/Retail Mixed Use High,0.0635,1.87,,0,0,0,0,0,0,0.7,0.05,0,0,0,0.1,0.08,0,0.02,0.05,0,0,0,0,0,0,1,4,2,130,0,0.85,0,959.9,0.85,400.7,0.85,250,0,0,0,0,0,0,0,0,0,0,0,0,60014
13,SACOG 2016 MTPSCS,,Residential/Retail Mixed Use Low,Residential/Retail Mixed Use Low,0.0635,1.9,,0,0,0,0,0,0,0.45,0.15,0,0,0,0.1,0.1,0.05,0.05,0.1,0,0,0,0,0,0,1,2,1.0208,20,0,0.85,0,850,0.85,800,0.85,468,0,0,0,0,0,0,0,0,0,0,0,0,60013
40,SACOG 2016 MTPSCS,,Roads (SACOG),Roads (SACOG),0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60040
1,SACOG 2016 MTPSCS,,Rural Residential (SACOG),Rural Residential (SACOG),0.031,3.41,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1.6,0,1,43560,2500,0,0,0,0,0,0,0,0,0,0,0.05,0.1,0,0,0,0,60001
42,SACOG 2016 MTPSCS,,UC Davis,UC Davis,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,325,0,0,0,0,0,0,0.85,578.5,0,0,0,0,0,0,0,0,0,0,0,0,60042
12,SACOG 2016 MTPSCS,,Urban Attached Residential,Urban Attached Residential,0.0635,2.07,,0,0,0,0,0,0,0.95,0,0,0,0,0.02,0.01,0,0.01,0.01,0,0,0,0,0,0,1,15,4,150,0,0.85,0,1125.5,0.85,925.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60012
39,SACOG 2016 MTPSCS,,Urban Reserve,Urban Reserve,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60039
11,SACOG 2016 MTPSCS,,Very High Density Attached Residential,Very High Density Attached Residential,0.0635,2.07,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2.070706,90,0,1,0,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60011
3,SACOG 2016 MTPSCS,,Very Low Density Detached Residential,Very Low Density Detached Residential,0.031,2.81,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,10,0,1,10890,2800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60003
41,SACOG 2016 MTPSCS,,Water (SACOG),Water (SACOG),0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60041
